Time_Days,Rep1,Rep2,Rep3,Rep4,Rep5,Rep6
7.0423611125,33365.0,31880.0,33447.0,31572.0,30903.0,30834.0
7.209027779166667,34512.0,32788.0,34493.0,32706.0,32019.0,31874.0
7.368055554166666,35573.0,33787.0,35885.0,33677.0,33008.0,33510.0
7.534722220833333,36659.0,34623.0,36226.0,34491.0,33836.0,34082.0
7.701388887499999,38173.0,35572.0,37662.0,35566.0,34782.0,35304.0
7.868055554166666,38974.0,36923.0,39224.0,36922.0,36242.0,36851.0
8.034722220833332,40010.0,37342.0,39615.0,37209.0,36628.0,37544.0
8.2013888875,41178.0,38493.0,40447.0,38162.0,37751.0,38371.0
8.368055554166666,42152.0,39500.0,41581.0,38923.0,38650.0,39440.0
8.534722220833332,43282.0,40186.0,42586.0,39970.0,39626.0,40475.0
8.7013888875,44318.0,41035.0,43433.0,41096.0,40571.0,41356.0
8.868055554166666,45054.0,41942.0,44592.0,42044.0,41624.0,42239.0
9.034722220833332,46365.0,43839.0,46384.0,43751.0,43247.0,44150.0
9.2013888875,47608.0,45093.0,47460.0,44827.0,44257.0,45382.0
9.368055554166666,48059.0,45726.0,48167.0,45257.0,44874.0,45912.0
9.534722220833332,49056.0,46394.0,49011.0,46061.0,45730.0,46551.0
9.7013888875,49623.0,47055.0,49906.0,46937.0,46720.0,47272.0
9.868055554166666,50361.0,47764.0,50451.0,47330.0,47345.0,47950.0
10.034722220833332,50902.0,48346.0,51276.0,48205.0,47711.0,48536.0
10.2013888875,51357.0,48559.0,51775.0,49003.0,48484.0,49311.0
10.368055554166666,52120.0,49799.0,52565.0,49759.0,49461.0,50059.0
10.534722220833332,52806.0,50171.0,52968.0,50308.0,50385.0,50529.0
10.7013888875,53119.0,50663.0,53609.0,50775.0,50619.0,50944.0
10.868055554166666,53569.0,51039.0,54033.0,51154.0,51117.0,51298.0
11.034722220833332,54096.0,50717.0,54552.0,51495.0,52056.0,51015.0
11.2013888875,54299.0,50991.0,54993.0,51856.0,52342.0,51608.0
11.368055554166666,54660.0,51708.0,55354.0,51879.0,53085.0,51609.0
11.534722220833332,54912.0,51985.0,55840.0,52441.0,53235.0,52068.0
11.7013888875,54972.0,52279.0,56137.0,52779.0,53542.0,52415.0
11.868055554166666,55436.0,52583.0,56533.0,53169.0,53827.0,52944.0
12.034722220833332,55432.0,52726.0,56856.0,53248.0,54129.0,53111.0
12.2013888875,55832.0,52862.0,56822.0,53493.0,54589.0,53500.0
12.368055554166666,56285.0,53166.0,57045.0,53680.0,54620.0,53457.0
12.534722220833332,56020.0,53324.0,57286.0,53978.0,54940.0,53624.0
12.7013888875,56056.0,53417.0,57343.0,53813.0,55102.0,53447.0
12.868055554166666,56074.0,53438.0,57231.0,53779.0,54649.0,53607.0
13.034722220833332,58191.0,55161.0,59308.0,55883.0,55768.0,55535.0
13.2013888875,58061.0,55067.0,59075.0,55606.0,55883.0,56038.0
13.368055554166666,58238.0,55069.0,59081.0,55766.0,56025.0,56093.0
13.534722220833332,57824.0,55251.0,59082.0,55976.0,55981.0,55763.0
13.7013888875,58217.0,54826.0,59294.0,56252.0,55451.0,55799.0
13.868055554166666,57816.0,54984.0,59111.0,55840.0,55843.0,55603.0
14.034722220833332,57813.0,55360.0,58936.0,55716.0,55587.0,55308.0
14.2013888875,57150.0,54706.0,58760.0,55528.0,55468.0,55262.0
14.368055554166666,57144.0,54028.0,58591.0,55226.0,55510.0,54883.0
14.534722220833332,57046.0,53948.0,58128.0,54802.0,55167.0,54578.0
14.7013888875,56842.0,53693.0,57815.0,54220.0,54709.0,54141.0
14.868055554166666,56341.0,53391.0,57508.0,53817.0,54433.0,53736.0
15.034722220833332,55589.0,52991.0,56786.0,53313.0,54164.0,52884.0
15.2013888875,54770.0,52367.0,56182.0,52288.0,53350.0,51932.0
15.368055554166666,54164.0,51784.0,55314.0,51417.0,52593.0,51158.0
15.534722220833332,53083.0,50730.0,54292.0,50319.0,51888.0,50017.0
15.7013888875,52290.0,49652.0,53065.0,49526.0,50739.0,49193.0
15.868055554166666,51054.0,49023.0,52071.0,48314.0,49860.0,48285.0
16.034722220833334,50475.0,48094.0,51589.0,47421.0,49369.0,47648.0
16.2013888875,49727.0,47250.0,50460.0,46573.0,48166.0,46736.0
16.368055554166666,48746.0,46417.0,49734.0,46249.0,47486.0,46198.0
16.534722220833334,47743.0,45768.0,48859.0,45327.0,46802.0,45706.0
16.7013888875,47528.0,45173.0,48703.0,44673.0,46522.0,45287.0
16.868055554166666,46949.0,44516.0,47815.0,44170.0,45994.0,44904.0
17.034722220833334,46742.0,44293.0,47233.0,43829.0,45422.0,44221.0
17.2013888875,46281.0,43537.0,46626.0,43130.0,44924.0,43735.0
17.368055554166666,45588.0,42984.0,46212.0,42545.0,44316.0,43335.0
17.534722220833334,45126.0,42946.0,45515.0,42041.0,43937.0,42917.0
17.7013888875,44955.0,42317.0,45097.0,41553.0,43411.0,42743.0
17.868055554166666,44666.0,41885.0,44673.0,41408.0,43136.0,42795.0
18.034722220833334,44511.0,41508.0,44282.0,40736.0,42666.0,42018.0
18.2013888875,44215.0,41391.0,43833.0,40499.0,42441.0,41699.0
18.368055554166666,43878.0,41029.0,43603.0,40450.0,42206.0,41374.0
18.534722220833334,43526.0,40678.0,43341.0,40126.0,41832.0,41260.0
18.7013888875,43422.0,40549.0,43076.0,39838.0,41831.0,40855.0
18.868055554166666,43388.0,40290.0,42636.0,39824.0,41477.0,40704.0
19.034722220833334,42733.0,40221.0,42436.0,39607.0,41201.0,40523.0
19.2013888875,42440.0,40678.0,41296.0,38943.0,41226.0,40580.0
19.368055554166666,46114.0,43853.0,44072.0,42135.0,44153.0,43969.0
19.534722220833334,47812.0,45317.0,44780.0,43232.0,45224.0,45452.0
19.7013888875,48175.0,46430.0,45680.0,44335.0,46283.0,46312.0
19.868055554166666,49075.0,47069.0,46370.0,44787.0,46982.0,47089.0
